booking_id,hotel_id,date_id,reserved_room_type_id,assigned_room_type_id,country_id,market_segment_id,customer_segment_id,meal_id,is_canceled,booking_status,lead_time,total_nights,total_guests,adr,booking_value,estimated_revenue,booking_changes,days_in_waiting_list,required_car_parking_spaces,total_of_special_requests
211,1,20150708,4,4,2,1,1,1,0,Not Canceled,113,6,2,77.96,467.76,467.76,1,0,1,1
212,1,20150708,3,3,2,4,2,3,1,Canceled,280,7,3,112,784,0,0,0,0,1
213,1,20150708,4,6,1,3,1,1,0,Not Canceled,96,7,2,107,749,749,0,0,0,1
214,1,20150708,3,3,1,4,2,3,0,Not Canceled,394,7,2,89.68,627.76,627.76,0,0,0,0
215,1,20150708,4,4,2,3,1,3,0,Not Canceled,33,7,2,155,1085,1085,0,0,0,0
216,1,20150708,1,1,5,1,1,1,0,Not Canceled,82,8,3,112,896,896,0,0,0,1
217,1,20150708,4,4,20,3,3,1,0,Not Canceled,100,9,3,130.1,1170.9,1170.9,1,0,0,3
218,1,20150708,4,4,20,3,3,1,0,Not Canceled,100,9,2,100.1,900.9,900.9,0,0,0,2
219,1,20150709,2,2,2,3,1,1,0,Not Canceled,17,1,4,123,123,123,0,0,0,3
220,1,20150709,1,2,11,1,1,1,0,Not Canceled,68,2,3,124,248,248,0,0,1,1
221,1,20150709,7,5,2,1,1,1,0,Not Canceled,12,2,4,146,292,292,2,0,1,0
222,1,20150709,3,3,2,1,1,1,1,Canceled,77,3,2,97,291,0,0,0,0,0
223,1,20150709,2,2,2,3,1,1,1,Canceled,24,3,4,123,369,0,0,0,0,1
224,1,20150709,5,5,2,3,1,1,1,Canceled,44,3,4,153,459,0,0,0,0,0
225,1,20150709,1,1,2,3,1,1,0,Not Canceled,78,3,3,82,246,246,0,0,0,2
226,1,20150709,1,1,2,3,1,1,1,Canceled,17,4,2,105.08,420.32,0,0,0,0,0
227,1,20150709,1,1,2,3,1,1,1,Canceled,103,4,2,65.42,261.68,0,0,0,0,0
228,1,20150709,1,1,21,1,1,1,0,Not Canceled,16,4,1,98,392,392,0,0,0,1
229,1,20150709,1,1,22,3,1,1,0,Not Canceled,14,5,2,75.46,377.3,377.3,0,0,1,1
230,1,20150709,1,1,12,4,1,1,0,Not Canceled,77,5,2,65.5,327.5,327.5,0,0,0,0
231,1,20150709,1,3,6,4,1,1,0,Not Canceled,90,7,2,90.95,636.65,636.65,0,0,0,0
232,1,20150709,1,1,1,4,2,1,0,Not Canceled,90,7,2,93.6,655.2,655.2,0,0,0,0
233,1,20150709,4,4,1,4,2,1,0,Not Canceled,90,7,2,119.25,834.75,834.75,0,0,0,0
234,1,20150709,4,4,1,4,2,3,0,Not Canceled,366,7,2,134.73,943.11,943.11,0,0,0,0
235,1,20150709,1,1,2,3,1,3,0,Not Canceled,249,7,2,112,784,784,0,0,0,1
236,1,20150709,1,1,2,3,1,3,1,Canceled,69,8,2,118.13,945.04,0,0,0,0,2
237,1,20150710,1,1,3,1,1,1,0,Not Canceled,10,1,2,131,131,131,0,0,0,0
238,1,20150710,1,1,2,3,1,1,0,Not Canceled,22,2,2,88.2,176.4,176.4,0,0,0,0
239,1,20150710,1,1,2,3,1,1,0,Not Canceled,91,2,2,73.8,147.6,147.6,0,0,0,1
240,1,20150710,1,1,2,3,1,1,0,Not Canceled,23,2,2,98,196,196,0,0,0,0
241,1,20150710,1,1,2,3,1,1,0,Not Canceled,11,2,2,110.5,221,221,0,0,0,1
242,1,20150710,1,1,2,3,1,1,0,Not Canceled,3,2,2,131,262,262,0,0,0,1
243,1,20150710,5,5,2,3,1,3,0,Not Canceled,13,2,3,185,370,370,2,0,1,1
244,1,20150710,3,3,2,3,1,1,0,Not Canceled,108,2,2,87.3,174.6,174.6,1,0,0,2
245,1,20150710,2,2,1,3,1,1,0,Not Canceled,37,3,2,120,360,360,0,0,0,1
246,1,20150710,1,2,23,1,1,1,0,Not Canceled,21,3,2,98,294,294,0,0,0,1
247,1,20150710,4,4,1,3,1,1,0,Not Canceled,106,3,2,96.3,288.9,288.9,0,0,0,2
248,1,20150710,6,6,2,1,3,2,0,Not Canceled,30,4,2,197,788,788,0,0,0,1
249,1,20150710,4,4,2,3,1,1,1,Canceled,51,5,2,123,615,0,0,0,0,0
250,1,20150710,1,1,12,3,1,1,0,Not Canceled,79,5,2,82,410,410,0,0,0,2
251,1,20150710,2,2,2,1,1,3,0,Not Canceled,21,5,4,165,825,825,1,0,1,3
252,1,20150710,5,5,24,3,1,1,0,Not Canceled,35,5,4,149.4,747,747,0,0,0,0
253,1,20150710,1,1,2,3,1,3,0,Not Canceled,78,7,2,106.84,747.88,747.88,1,0,1,2
254,1,20150710,3,3,2,1,1,3,0,Not Canceled,31,7,2,161,1127,1127,1,0,1,1
255,1,20150710,3,3,2,3,1,3,0,Not Canceled,78,7,2,134.43,941.01,941.01,1,0,0,2
256,1,20150710,4,4,2,3,1,3,0,Not Canceled,78,7,2,144.43,1011.01,1011.01,1,0,1,2
257,1,20150710,4,4,21,4,1,3,0,Not Canceled,44,7,1,152,1064,1064,2,0,0,0
258,1,20150710,6,6,1,3,1,3,0,Not Canceled,34,7,3,125.54,878.78,878.78,0,0,0,3
259,1,20150710,2,2,2,4,1,2,0,Not Canceled,87,7,4,133.83,936.81,936.81,0,0,0,2
260,1,20150710,2,2,2,1,1,1,0,Not Canceled,11,8,4,159.75,1278,1278,0,0,1,0
261,1,20150710,1,1,5,3,1,1,0,Not Canceled,115,9,2,120.6,1085.4,1085.4,0,0,0,2
262,1,20150710,3,3,2,3,1,1,0,Not Canceled,86,10,2,112.2,1122,1122,0,0,0,0
263,1,20150710,6,6,1,3,1,1,0,Not Canceled,41,11,3,110.6,1216.6,1216.6,0,0,0,0
264,1,20150710,2,2,20,3,1,1,0,Not Canceled,32,13,2,105.9,1376.7,1376.7,0,0,0,0
265,1,20150710,3,3,1,3,1,3,0,Not Canceled,34,7,3,95.27,666.89,666.89,0,0,0,3
